Episode 1, Reward: -2573452.50
Episode 2, Reward: -1944860.00
Episode 3, Reward: -1604976.62
Episode 4, Reward: -1656953.00
Episode 5, Reward: -1732150.75
Episode 6, Reward: -1645308.62
Episode 7, Reward: -1709683.12
Episode 8, Reward: -1774182.50
Episode 9, Reward: -1531374.88
Episode 10, Reward: -1471943.75
Episode 11, Reward: -1497968.12
Episode 12, Reward: -1330180.88
Episode 13, Reward: -1267676.88
Episode 14, Reward: -1164585.12
Episode 15, Reward: -1064503.25
Episode 16, Reward: -934353.62
Episode 17, Reward: -881115.19
Episode 18, Reward: -796323.50
Episode 19, Reward: -671283.62
Episode 20, Reward: -636673.69
Episode 21, Reward: -473065.91
Episode 22, Reward: -446617.84
Episode 23, Reward: -308321.56
Episode 24, Reward: -189761.66
Episode 25, Reward: -172168.98
Episode 26, Reward: -155549.38
Episode 27, Reward: -145118.47
Episode 28, Reward: -125645.52
Episode 29, Reward: -101903.93
Episode 30, Reward: -83335.36
Episode 31, Reward: -65289.15
Episode 32, Reward: -42257.76
Episode 33, Reward: -37006.45
Episode 34, Reward: -35767.58
Episode 35, Reward: -31302.73
Episode 36, Reward: -28264.38
Episode 37, Reward: -25173.88
Episode 38, Reward: -23523.29
Episode 39, Reward: -20822.37
Episode 40, Reward: -15943.82
Episode 41, Reward: -14140.66
Episode 42, Reward: -12076.64
Episode 43, Reward: -10497.85
Episode 44, Reward: -9184.38
Episode 45, Reward: -8547.91
Episode 46, Reward: -7232.56
Episode 47, Reward: -5653.80
Episode 48, Reward: -4226.54
Episode 49, Reward: -3399.77
Episode 50, Reward: -2870.85
Episode 51, Reward: -2797.87
Episode 52, Reward: -2420.57
Episode 53, Reward: -1893.01
Episode 54, Reward: -1515.92
Episode 55, Reward: -313.78
Episode 56, Reward: -723.12
Episode 57, Reward: -870.50
Episode 58, Reward: -1098.32
Episode 59, Reward: -1392.97
Episode 60, Reward: -1315.15
Episode 61, Reward: -1389.17
Episode 62, Reward: -1841.26
Episode 63, Reward: -1841.78
Episode 64, Reward: -1504.08
Episode 65, Reward: -1203.40
Episode 66, Reward: -1576.33
Episode 67, Reward: -1505.17
Episode 68, Reward: -1886.65
Episode 69, Reward: -2112.53
Episode 70, Reward: -1807.91
Episode 71, Reward: -1736.21
Episode 72, Reward: -1660.82
Episode 73, Reward: -1733.13
Episode 74, Reward: -1430.64
Episode 75, Reward: -1123.84
Episode 76, Reward: -738.72
Episode 77, Reward: -582.59
Episode 78, Reward: -581.03
Episode 79, Reward: -501.73
Episode 80, Reward: -349.40
Episode 81, Reward: -200.18
Episode 82, Reward: -273.78
Episode 83, Reward: -573.22
Episode 84, Reward: -799.50
Episode 85, Reward: -803.95
Episode 86, Reward: -881.11
Episode 87, Reward: -874.28
Episode 88, Reward: -946.35
Episode 89, Reward: -948.53
Episode 90, Reward: -651.64
Episode 91, Reward: -430.39
Episode 92, Reward: -659.31
Episode 93, Reward: -510.84
Episode 94, Reward: -590.58
Episode 95, Reward: -746.53
Episode 96, Reward: -604.27
Episode 97, Reward: -681.87
Episode 98, Reward: -604.97
Episode 99, Reward: -604.84
Episode 100, Reward: -307.34
Episode 101, Reward: -380.85
Episode 102, Reward: 0.89
Episode 103, Reward: 75.70
Episode 104, Reward: 2.19
Episode 105, Reward: -70.36
Episode 106, Reward: -69.74
Episode 107, Reward: 7.10
Episode 108, Reward: 236.70
Episode 109, Reward: 313.86
Episode 110, Reward: 234.89
Episode 111, Reward: 239.18
Episode 112, Reward: 390.96
Episode 113, Reward: 388.97
Episode 114, Reward: 155.86
Episode 115, Reward: 300.16
Episode 116, Reward: 138.78
Episode 117, Reward: 53.94
Episode 118, Reward: -98.12
Episode 119, Reward: -35.23
Episode 120, Reward: -190.41
Episode 121, Reward: 29.28
Episode 122, Reward: 98.13
Episode 123, Reward: 95.54
Episode 124, Reward: 249.24
Episode 125, Reward: 397.67
Episode 126, Reward: 542.04
Episode 127, Reward: 615.27
Episode 128, Reward: 613.26
