timestep,alpha,beta,K,C,alignment_cost,path_cost,collision_cost,control_cost,total_cost,collisions
0,0.001,0.6565688653398377,0.8,0.008144473133887211,0.007401339638911923,1.0433585970053998,0.0,0.020186618914037193,1.0709465555583488,0
1,0.001087716982451742,0.6565688653398377,0.8,0.01326648852572211,0.019139581902530994,1.0367276955701017,0.0,0.034598699079858054,2.1614125321108397,0
2,0.001,0.6565688653398377,0.8,0.02160971187575333,0.01120542816595768,1.027685010874534,0.0,0.0476553845171867,3.2479583556685183,0
3,0.001086961457447136,0.6565688653398377,0.8,0.03519994356062328,0.02094974659790695,1.0202627647486562,0.0,0.05498488121483804,4.34415574822992,0
4,0.001,0.6565688653398377,0.8,0.057336998928768486,0.008501634537718863,1.0093352100544843,0.0,0.07147264897335524,5.433465241795478,0
5,0.0010771081217974563,0.6565688653398377,0.8,0.09339592947061494,0.01499072515404505,0.9987343267505979,0.0,0.08819878265492065,6.535389076355042,0
6,0.001,0.6565688653398377,0.8,0.15213212767756965,0.004858291207918579,0.9849690268941299,0.0,0.1364489636118981,7.661665358068989,0
7,0.0010119722664873381,0.6565688653398377,0.8,0.22503610132622565,0.004878168359378462,0.9705613167358141,0.0,0.19633954327091424,8.833444386435096,0
8,0.001,0.6565688653398377,0.8,0.288065235193907,0.002807893257771459,0.955703304672797,0.0,0.25401048064190557,10.045966065007569,0
9,0.0010176643661958596,0.6565688653398377,0.8,0.3687478552920091,0.003248005965619357,0.9407324442693888,0.0,0.31779163101185376,11.307738146254431,0
10,0.001021932466868314,0.6565688653398377,0.8,0.47202843026485625,0.0029804458787355275,0.9257395228244635,0.0,0.40020938995316424,12.636667504910795,0
11,0.0010362829840088535,0.6565688653398377,0.8,0.6042362980033111,0.0030162769276996806,0.9107412812534236,0.0,0.5041812813254519,14.05460634441737,0
12,0.0010449351129120912,0.6565688653398377,0.8,0.7,0.0030180481788741453,0.8957428605618786,0.0,0.6177135235067998,15.571080776664923,0
13,0.0010508487839279521,0.6565688653398377,0.8,0.7,0.003024624899680502,0.8807443292190564,0.0,0.6266403837030715,17.08149011448673,0
14,0.0010530905299987806,0.6565688653398377,0.8,0.7,0.0030241052573767167,0.8667139084716722,0.0,0.6161386718524692,18.56736680006825,0
15,0.0010516477395991447,0.6565688653398377,0.8,0.7,0.0030242125836846597,0.8530559961628502,0.0,0.606316743395399,20.029763752210183,0
16,0.0010465431590951737,0.6565688653398377,0.8,0.7,0.0030242000084961056,0.8395099232598829,0.0,0.5967550799380328,21.469052955416593,0
17,0.0010378990761928863,0.6565688653398377,0.8,0.7,0.0030242122768519013,0.825997494336222,0.0,0.5872716902997788,22.885346352329446,0
18,0.001025908056900879,0.6565688653398377,0.8,0.7,0.0030242193230838148,0.8124952625796213,0.0,0.5778117272687977,24.27867756150095,0
19,0.0010108156776351743,0.6565688653398377,0.8,0.7,0.0030242270702140004,0.798996206550387,0.0,0.5683587852332666,25.649056780354815,0
20,0.001,0.6565688653398377,0.8,0.7,0.0030242378898691327,0.7854982398511936,0.0,0.5589073055334969,26.996486563629375,0
21,0.001,0.6565688653398377,0.8,0.7,0.0030242467811924514,0.7720007475196005,0.0,0.5494570894997154,28.320968647429883,0
22,0.001,0.6565688653398377,0.8,0.7,0.003024244981416365,0.7585035690525319,0.0,0.5400069981940911,29.62250345965792,0
23,0.001,0.6565688653398377,0.8,0.7,0.0030242453622786047,0.7450066815286581,0.0,0.5305569756045497,30.90109136215341,0
24,0.001,0.6565688653398377,0.8,0.7,0.0030242452741868022,0.73151010967082,0.0,0.5211069679085482,32.156732685006965,0
25,0.001,0.6565688653398377,0.8,0.7,0.0030242452963760956,0.7180138998245719,0.0,0.5116569657871876,33.3894277959151,0
26,0.001,0.6565688653398377,0.8,0.7,0.003024245290236768,0.7045181147550023,0.0,0.5022069651096094,34.59917712106994,0
27,0.001,0.6565688653398377,0.8,0.7,0.003175416282343499,0.6917199917377905,0.0,0.49336775521261544,35.78744028430269,0
28,0.001,0.6565688653398377,0.8,0.7,0.003180004179943208,0.6788807896079414,0.0,0.48441709670543726,36.95391817479601,0
29,0.001,0.6565688653398377,0.8,0.7,0.0031859152419687255,0.6660365529659016,0.0,0.475437612175413,38.09857825517929,0
30,0.001,0.6565688653398377,0.8,0.7,0.0031928479854045344,0.6531984791034264,0.0,0.46645459007275647,39.221424172340875,0
31,0.001,0.6565688653398377,0.8,0.7,0.0032006420537750643,0.6403703602040186,0.0,0.45747578235549824,40.32247095695416,0
32,0.001,0.6565688653398377,0.8,0.7,0.003209264208725386,0.62755382863929,0.0,0.44850375644352464,41.401737806245706,0
33,0.001,0.6565688653398377,0.8,0.7,0.003218771458844336,0.6147499489458788,0.0,0.4395395326387148,42.45924605928914,0
34,0.001,0.6565688653398377,0.8,0.7,0.0032292740264440833,0.601959724147652,0.0,0.4305836856197079,43.495018743082944,0
35,0.001,0.6565688653398377,0.8,0.7,0.0032409254451385493,0.5891842924173666,0.0,0.42163667721214915,44.5090806381576,0
36,0.001,0.6565688653398377,0.8,0.7,0.0032539211998292433,0.5764250607754084,0.0,0.41269895653777816,45.501458576670615,0
37,0.001,0.6565688653398377,0.8,0.7,0.0032685083401257963,0.5636838762685144,0.0,0.4037709927637467,46.472181954043,0
38,0.001,0.6565688653398377,0.8,0.7,0.0032850010563481567,0.5509633239565815,0.0,0.394853285978979,47.42128356503491,0
39,0.001,0.6565688653398377,0.8,0.7,0.0033038066087157786,0.5382673187741498,0.0,0.3859463720625537,48.348801062480334,0
40,0.001,0.6565688653398377,0.8,0.7,0.0033254653890608145,0.5256024125037971,0.0,0.3770508242236367,49.254779764596826,0
41,0.001,0.6565688653398377,0.8,0.7,0.003350717928866851,0.5129810504667178,0.0,0.36816725187697524,50.13927878486938,0
42,0.001,0.6565688653398377,0.8,0.7,0.0028632140145171316,0.5011799137208977,0.0,0.36042050984976715,51.003742422454565,0
43,0.001,0.6565688653398377,0.8,0.7,0.0051196999556255285,0.48941440695968785,0.0,0.3582229485564352,51.85649947792631,0
44,0.001,0.6565688653398377,0.8,0.7,0.004207856524055814,0.47777986490945845,0.0,0.35456697899213135,52.69305417835196,0
45,0.001,0.6565688653398377,0.8,0.7,0.006214701752380546,0.4660290403558195,0.0,0.34586364074679316,53.51116156120695,0
46,0.001,0.6565688653398377,0.8,0.7,0.004250969106802603,0.454845538615398,0.0,0.3397606702237437,54.310018739152895,0
47,0.001,0.6565688653398377,0.8,0.7,0.00671254599208589,0.44341692478254,0.0,0.3304823268469316,55.090630536774455,0
48,0.001,0.6565688653398377,0.8,0.7,0.004236778308968409,0.432261370486021,0.0,0.32433042805519896,55.85145911362464,0
49,0.001,0.6565688653398377,0.8,0.7,0.007218353314830176,0.42120361084887625,0.0,0.31508980450150753,56.59497088228986,0
50,0.001,0.6565688653398377,0.8,0.7,0.004174002109894482,0.4099999212639143,0.0,0.3090690356751729,57.31821384133884,0
51,0.001,0.6565688653398377,0.8,0.7,0.007848190683453132,0.39926542339135196,0.0,0.2999717849481951,58.02529924036184,0
52,0.001,0.6565688653398377,0.8,0.7,0.004067773358736996,0.38805706460550393,0.0,0.2941464196846861,58.711570498010765,0
53,0.0010874891445923735,0.6565688653398377,0.8,0.7,0.008671087725754454,0.377642498813984,0.0,0.28525104060703127,59.38313512515754,0
54,0.001,0.6565688653398377,0.8,0.7,0.0045227298547263735,0.3658122848458746,0.0,0.27837728568337283,60.031847425541514,0
55,0.0011964618517690778,0.6565688653398377,0.8,0.7,0.007919995559804497,0.3553072319692123,0.0,0.2666887511008239,60.66176340417135,0
56,0.0010897726129861381,0.6565688653398377,0.8,0.7,0.005409922091738323,0.3439822738571217,0.0,0.2629572543732458,61.27411285449346,0
57,0.0012101793831044742,0.6565688653398377,0.8,0.7,0.01097403724610427,0.3343727306779459,0.0,0.24691961761172976,61.86637924002924,0
