timestep,alpha,beta,K,C,alignment_cost,path_cost,collision_cost,control_cost,total_cost,collisions
0,0.7106612894944742,0.32407331633197345,0.6452884636712085,0.7,0.0038031075741888146,1.0517016114111646,0.0,1.1519886138860513,2.2074933328714046,0
1,0.7048052261900891,0.3279952311369131,0.8,0.7,0.005258369146675928,1.036947322414229,0.0,1.0895421475408296,4.339241171973139,0
2,0.7002392473641509,0.3970505147167658,0.8,0.7,0.0037376557331002223,1.0215147979984807,0.0,1.0877035431340552,6.452197168838775,0
3,0.6956877298817197,0.46167338019622384,0.8,0.7,0.005410924379473677,1.0065204058751696,0.0,1.0567230304946056,8.520851529588024,0
4,0.6912425429865078,0.5212852467706867,0.7055786000942583,0.6426313109547654,0.00349207356274485,0.9911256364701168,0.0,1.0276512143323924,10.543120453953279,0
5,0.6868972102754234,0.5745192115924203,0.762896346575815,0.6777660033613478,0.006582621869953904,0.9768900439371427,0.0,1.004839959996016,12.531433079756392,0
6,0.6826516664447585,0.6219525640386039,0.8,0.7,0.0033061396235300553,0.9615220876221505,0.0,1.0248944484294993,14.521155755431572,0
7,0.6785049692598745,0.6632819108097182,0.8,0.7,0.00733814952437145,0.9479130150496649,0.0,0.9986792970426954,16.475086217048304,0
8,0.6744558737908531,0.69741485959162,0.8,0.7,0.0032972030190903737,0.9327439214005093,0.0,0.9961433523539645,18.407270693821868,0
9,0.6705028111787937,0.723899783206563,0.8,0.7,0.007732413481131753,0.9195459819390653,0.0,0.9691518657242207,20.303700954966285,0
10,0.6666439430872274,0.7423365164551272,0.8,0.7,0.0032697813280292143,0.904788913601877,1.362166122248913,0.9662018964066795,23.540127668551783,0
11,0.6628772047654531,0.7524341537405138,0.8,0.7,0.008115808444486936,0.891708620600463,1.3679814345773058,0.9399530262058771,26.747886558379914,0
12,0.6592003553968637,0.7540316830870513,0.8,0.7,0.0032171834934334046,0.8772731131230329,0.0,0.9364987825866844,28.564875637583064,0
13,0.657734151267959,0.7471114313616449,0.8,0.7,0.008596299204898237,0.8643371950779081,0.0,0.9112511416828645,30.349060273548734,0
14,0.6588536559776348,0.7318006736935903,0.8,0.7,0.0031317391917314594,0.8500442192893458,0.0,0.9071996975806985,32.10943592961051,0
