Timestep,Alpha,Beta,K,C,AlignmentCost,PathCost,CollisionCost,ControlCost,TotalCost,Collisions
0,0.7102046,0.0,0.00942824,0.00942824,0.028904502652903605,1.1149190660751722,0.0,0.02502575872553106,1.168849327453607,0
1,0.7102051,0.0,0.00942824,0.00942824,8.534897114338619e-09,1.1073000360787832,0.0,0.00990903962936112,2.286058411696648,0
2,0.7102075,0.0,0.00942824,0.00942824,5.3701658135126797e-11,1.0993884281769384,0.0,0.010285095128028207,3.3957319350553163,0
3,0.71020776,0.0,0.00942824,0.00942824,6.951735700631679e-11,1.0915353048207335,0.0,0.010209060747377206,4.497476300692944,0
4,0.7102078,0.0,0.00942824,0.00942824,6.893556068222019e-11,1.0837401458108324,0.0,0.010133707142988427,5.5913501537157,0
5,0.7102079,0.0,0.00942824,0.00942824,6.895455957208987e-11,1.0760025101416637,0.0,0.010058926801940444,6.6774115907282585,0
6,0.71020794,0.0,0.00942824,0.00942824,0.0011505425702167595,1.0697264187822109,0.0,0.015237616730384776,7.763526168811071,0
7,0.7102066,0.0,0.00942824,0.00942824,0.003944318466550657,1.0645713409809832,0.0,0.026153902760527294,8.858195731019132,0
8,0.7102087,0.0,0.00942824,0.00942824,0.0008197916609529503,1.0578874136830312,0.0,0.016933279292384997,9.9338362156555,0
9,0.7102111,0.0,0.00942824,0.00942824,0.0008193505077336749,1.0512046147576672,0.0,0.01727432086968687,11.003134501790587,0
10,0.7102079,0.0,0.00942824,0.00942824,0.000961489328626616,1.0446524900926115,0.0,0.017802778777069123,12.066551259988895,0
11,0.7102068,0.0,0.00942824,0.00942824,0.0011284124382220004,1.0382628032384864,0.0,0.01809142664687054,13.124033902312474,0
12,0.71020514,0.0,0.00942824,0.00942824,0.0011847653575878536,1.0319233910690329,0.0,0.01819434311212967,14.175336401851224,0
13,0.7102056,0.0,0.00942824,0.00942824,0.0010965059570419437,1.02549672804165,0.0,0.017793300938542332,15.219722936788457,0
14,0.7102074,0.0,0.00942824,0.00942824,0.0009397560893430166,1.0189060990141627,0.0,0.01717075773653315,16.256739549628495,0
15,0.7102062,0.0,0.00942824,0.00942824,0.0008892777992603701,1.0122983591445118,0.0,0.016989132341951124,17.28691631891422,0
16,0.7102067,0.0,0.00942824,0.00942824,0.0009402009511379908,1.0057195163218497,0.0,0.01679945522641448,18.310375491413623,0
17,0.7102093,0.0,0.00942824,0.00942824,4.82107555981744e-09,0.9985664279563782,0.0,0.00930195577313391,19.31824387996421,0
18,0.71020836,0.0,0.00942824,0.00942824,4.3958197900205185e-10,0.991456394809066,0.0,0.009243047571741391,20.318943322784598,0
19,0.71020854,0.0,0.00942824,0.00942824,4.457357266197403e-10,0.9843987316315763,0.0,0.009174963129012158,21.312517017990924,0
20,0.7102086,0.0,0.00942824,0.00942824,4.4548436556254636e-10,0.9773929881664684,0.0,0.00910746747348782,22.299017474076365,0
21,0.7102087,0.0,0.00942824,0.00942824,4.4465489660551807e-10,0.9704387707348409,0.0,0.009040483660459174,23.27849672891632,0
22,0.7102088,0.0,0.00942824,0.00942824,4.4122537289950254e-10,0.9635356900517684,0.0,0.008974006024308923,24.251006425433623,0
23,0.7102089,0.0,0.00942824,0.00942824,4.4251386629748336e-10,0.9566833557824652,0.0,0.008908035665598746,25.2165978173242,0
24,0.710209,0.0,0.00942824,0.00942824,4.424980600296008e-10,0.949881383369339,0.0,0.008842565260382356,26.17532176639642,0
25,0.71020913,0.0,0.00942824,0.00942824,4.424972663887429e-10,0.9431293909434452,0.0,0.008777591285469408,27.12722874906783,0
26,0.7102092,0.0,0.00942824,0.00942824,0.001148127545693628,0.9376191964821298,0.0,0.014212094078218005,28.080208167173872,0
27,0.7102076,0.0,0.00942824,0.00942824,0.0035277426787677676,0.932819130752792,0.0,0.02273257940285288,29.039287620008285,0
28,0.7102117,0.0,0.00942824,0.00942824,0.0008569388641052151,0.927062901267309,0.0,0.015591010723854545,29.982798470863553,0
29,0.7102139,0.0,0.00942824,0.00942824,0.0008556594237441443,0.9212385847394405,0.0,0.015322195265211929,30.92021491029195,0
30,0.71020925,0.0,0.00942824,0.00942824,0.000996330985497219,0.9155493168092822,0.0,0.015302260353869994,31.8520628184406,0
31,0.71020633,0.0,0.00942824,0.00942824,0.001146713542370293,0.9100018746336445,0.0,0.015259974447947515,32.77847138106456,0
32,0.7102052,0.0,0.00942824,0.00942824,0.0011870932963477833,0.9044937939362279,0.0,0.015421499994461177,33.6995737682916,0
33,0.71020573,0.0,0.00942824,0.00942824,0.0011053455476714854,0.8989147079706759,0.0,0.01538680194965616,34.61498062375961,0
34,0.71020836,0.0,0.00942824,0.00942824,0.0009571480104042876,0.8931842540580646,0.0,0.015365511256238815,35.52448753708431,0
35,0.71020657,0.0,0.00942824,0.00942824,0.000921030547973063,0.8874525978008188,0.0,0.015648503622809274,36.42850966905591,0
36,0.71020764,0.0,0.00942824,0.00942824,2.7385693186039103e-08,0.8811900732019095,0.0,0.008145261697023298,37.31784503134054,0
37,0.71020967,0.0,0.00942824,0.00942824,2.2717123927971e-09,0.8749552908698471,0.0,0.00812199565043654,38.200922320132534,0
38,0.71021014,0.0,0.00942824,0.00942824,3.051970551216375e-09,0.8687766908149617,0.0,0.008061637944658768,39.077760651944125,0
39,0.7102103,0.0,0.00942824,0.00942824,3.7127190770446983e-09,0.8626453949517547,0.0,0.00800184559560756,39.94840789620421,0
40,0.7102105,0.0,0.00942824,0.00942824,4.505965862210484e-09,0.856560993529079,0.0,0.007942535121181734,40.81291142936043,0
41,0.71021056,0.0,0.00942824,0.00942824,5.425829686242265e-09,0.8505230798139389,0.0,0.00788370059968249,41.67131821519988,0
42,0.7102107,0.0,0.00942824,0.00942824,6.4866173641123035e-09,0.8445312500655877,0.0,0.007825337975686145,42.52367480972777,0
43,0.71021086,0.0,0.00942824,0.00942824,7.701437262501095e-09,0.8385851036202343,0.0,0.007767443091503079,43.370027364140945,0
44,0.710211,0.0,0.00942824,0.00942824,9.083859924625591e-09,0.8326842427677916,0.0,0.007710011840549987,44.21042162783315,0
45,0.7102111,0.0,0.00942824,0.00942824,1.0558552161665504e-08,0.8268282830110414,0.0,0.0076530274084429285,45.044902948811185,0
46,0.7102113,0.0,0.00942824,0.00942824,1.229962297295873e-08,0.8210168247444148,0.0,0.007596508094437635,45.87351629394966,0
47,0.71021146,0.0,0.00942824,0.00942824,1.4254310546232525e-08,0.8152494767462172,0.0,0.00754044253765316,46.696306227487845,0
48,0.7102116,0.0,0.00942824,0.00942824,1.6431207782682603e-08,0.8095258519529038,0.0,0.007484824601219142,47.51331692047317,0
49,0.7102118,0.0,0.00815843655492436,0.00815843655492436,0.00098773640558771,0.8048367402724266,0.0,0.013058373851787668,48.332199771002976,0
50,0.7102085,0.0,0.007962605486746707,0.007962605486746707,0.004193126750423468,0.8009895259611164,0.0,0.022348030703241224,49.159730454417755,0
