Episode 1, Reward: -1217772.375
Episode 2, Reward: -714510.8125
Episode 3, Reward: -133163.390625
Episode 4, Reward: -42441.1015625
Episode 5, Reward: -6703.60009765625
Episode 6, Reward: -7888.42919921875
Episode 7, Reward: -3065.01904296875
Episode 8, Reward: -3059.5146484375
Episode 9, Reward: -1267.0198974609375
Episode 10, Reward: -1876.081298828125
Episode 11, Reward: -1285.44091796875
Episode 12, Reward: 521.3089599609375
Episode 13, Reward: -3652.50146484375
Episode 14, Reward: -1258.074951171875
Episode 15, Reward: 557.150390625
Episode 16, Reward: 1196.11572265625
Episode 17, Reward: 1241.7271728515625
Episode 18, Reward: 1237.234130859375
Episode 19, Reward: 1287.2744140625
Episode 20, Reward: 667.072998046875
Episode 21, Reward: 1271.1170654296875
Episode 22, Reward: 1360.4512939453125
Episode 23, Reward: 1329.126708984375
Episode 24, Reward: 1389.7283935546875
Episode 25, Reward: 1330.7264404296875
Episode 26, Reward: 1403.6630859375
Episode 27, Reward: 1461.0550537109375
Episode 28, Reward: 1480.5408935546875
Episode 29, Reward: 1526.7294921875
Episode 30, Reward: 1661.85498046875
Episode 31, Reward: 1703.6849365234375
Episode 32, Reward: 1661.432861328125
Episode 33, Reward: 1670.4320068359375
Episode 34, Reward: 1713.0858154296875
Episode 35, Reward: 1700.8011474609375
Episode 36, Reward: 1736.5399169921875
Episode 37, Reward: 1820.055908203125
Episode 38, Reward: 1861.724609375
Episode 39, Reward: 1810.89990234375
Episode 40, Reward: 1823.1185302734375
Episode 41, Reward: 1844.2740478515625
Episode 42, Reward: 1901.3131103515625
Episode 43, Reward: 1866.1600341796875
Episode 44, Reward: 1890.9029541015625
Episode 45, Reward: 1918.6767578125
Episode 46, Reward: 1865.3043212890625
Episode 47, Reward: 1977.6865234375
Episode 48, Reward: 1878.4814453125
Episode 49, Reward: 1888.2076416015625
Episode 50, Reward: 1867.7200927734375
Episode 51, Reward: 1923.113525390625
Episode 52, Reward: 1918.4884033203125
Episode 53, Reward: 1868.086181640625
Episode 54, Reward: 1952.566162109375
Episode 55, Reward: 1913.018798828125
Episode 56, Reward: 1926.81298828125
Episode 57, Reward: 1942.8204345703125
Episode 58, Reward: 1987.050048828125
Episode 59, Reward: 1997.5615234375
Episode 60, Reward: 1969.2730712890625
Episode 61, Reward: 1985.740478515625
Episode 62, Reward: 1970.6468505859375
Episode 63, Reward: 1996.8031005859375
Episode 64, Reward: 2008.50341796875
Episode 65, Reward: 1968.378662109375
Episode 66, Reward: 1941.132080078125
Episode 67, Reward: 1991.3541259765625
Episode 68, Reward: 2004.865966796875
Episode 69, Reward: 1998.3040771484375
Episode 70, Reward: 2001.356689453125
Episode 71, Reward: 2020.8743896484375
Episode 72, Reward: 2021.3179931640625
Episode 73, Reward: 2035.0499267578125
Episode 74, Reward: 2027.68505859375
Episode 75, Reward: 2011.0162353515625
Episode 76, Reward: 2033.749267578125
Episode 77, Reward: 1976.537841796875
Episode 78, Reward: 2002.654052734375
Episode 79, Reward: 2008.91455078125
Episode 80, Reward: 2018.728515625
Episode 81, Reward: 2034.38671875
Episode 82, Reward: 2001.7493896484375
Episode 83, Reward: 2019.3934326171875
Episode 84, Reward: 2006.715087890625
Episode 85, Reward: 2007.114013671875
Episode 86, Reward: 2023.854736328125
Episode 87, Reward: 2044.281005859375
Episode 88, Reward: 2018.2991943359375
Episode 89, Reward: 2038.867919921875
Episode 90, Reward: 2011.04638671875
Episode 91, Reward: 2030.02197265625
Episode 92, Reward: 2028.0635986328125
Episode 93, Reward: 2030.1522216796875
Episode 94, Reward: 2019.892333984375
Episode 95, Reward: 2016.383544921875
Episode 96, Reward: 2061.2099609375
Episode 97, Reward: 2028.6697998046875
Episode 98, Reward: 2014.6444091796875
Episode 99, Reward: 2013.256591796875
Episode 100, Reward: 2027.7086181640625
Episode 101, Reward: 1990.8824462890625
Episode 102, Reward: 1996.3968505859375
Episode 103, Reward: 2001.0693359375
Episode 104, Reward: 2011.8922119140625
Episode 105, Reward: 2017.9287109375
Episode 106, Reward: 2022.7039794921875
Episode 107, Reward: 1968.113525390625
Episode 108, Reward: 2023.083740234375
Episode 109, Reward: 2010.3052978515625
Episode 110, Reward: 1984.94384765625
Episode 111, Reward: 2047.2222900390625
Episode 112, Reward: 2002.7735595703125
Episode 113, Reward: 2031.841796875
Episode 114, Reward: 2027.0150146484375
Episode 115, Reward: 2030.1026611328125
Episode 116, Reward: 2002.0328369140625
Episode 117, Reward: 2047.108642578125
Episode 118, Reward: 2017.3424072265625
Episode 119, Reward: 2014.4293212890625
Episode 120, Reward: 2036.821044921875
Episode 121, Reward: 2039.1806640625
Episode 122, Reward: 2032.0008544921875
Episode 123, Reward: 2044.2640380859375
Episode 124, Reward: 2041.0986328125
Episode 125, Reward: 2038.853271484375
