Timestep,Alpha,Beta,K,C,AlignmentCost,PathCost,CollisionCost,ControlCost,TotalCost,Collisions
0,0.80252796,0.28831235,0.010394634,0.010394634,3.022602292198241e-08,0.9763635545802327,0.0,0.011662878845186854,0.9880264636514425,0
1,0.80252784,0.2883123,0.010394634,0.010394634,4.667926641203577e-13,0.9689918654835575,0.0,0.011057560326485529,1.9680758894619523,0
2,0.80252784,0.2883123,0.010394634,0.010394634,1.0793046520601248e-17,0.9616785539163788,0.0,0.010969967472117434,2.9407244108504487,0
3,0.80252784,0.28831226,0.010394634,0.010394634,9.184966042703805e-17,0.9544228709981063,0.0,0.01088352437794638,3.9060308062265015,0
4,0.80252784,0.28831232,0.010394634,0.010394634,8.249007645592984e-17,0.9472243432781249,0.0,0.010797791581717637,4.864052941086344,0
5,0.80252784,0.28831232,0.010394634,0.010394634,8.304285376686344e-17,0.9400825021487492,0.0,0.01071276169572555,5.8148482049308186,0
6,0.80252796,0.28831232,0.010394634,0.010394634,8.321855383033668e-17,0.9329968829900848,0.0,0.010628428739647889,6.758473516660551,0
7,0.80252796,0.28831235,0.010394634,0.010394634,0.0006011264651791732,0.9265929702446961,0.0,0.017247995106309703,7.7029156084767365,0
8,0.80252784,0.28831232,0.010394634,0.010394634,0.000567668018174701,0.9204745111171694,0.0,0.01721487471263412,8.641172662324715,0
9,0.80252784,0.28831232,0.010394634,0.010394634,0.0005830184256087146,0.9143508777187412,0.0,0.01714957107109662,9.573256129540162,0
10,0.8025279,0.28831244,0.010394634,0.010394634,0.0006715060350124596,0.9083326542209973,0.0,0.016753646042240413,10.499013935838413,0
11,0.802528,0.28831238,0.010394634,0.010394634,3.02742196059056e-09,0.901443203712312,0.0,0.010336922046318349,11.410794064624465,0
12,0.8025282,0.2883124,0.010394634,0.010394634,5.5560592621336535e-12,0.8946560213206025,0.0,0.010180786836712245,12.315630872787336,0
13,0.8025282,0.28831244,0.010394634,0.010394634,5.778560659723693e-12,0.8879222919624971,0.0,0.010100594349878615,13.21365375910549,0
14,0.8025283,0.2883125,0.010394634,0.010394634,5.710682222049785e-12,0.88124148948261,0.0,0.01002120402787968,14.10491645262169,0
15,0.80252844,0.28831252,0.010394634,0.010394634,5.71669468702738e-12,0.8746131804140309,0.0,0.009942463910908845,14.989472096952348,0
16,0.8025287,0.2883126,0.010394634,0.010394634,0.0008111221724744926,0.8689440493995986,0.0,0.01641089658400083,15.875638165108422,0
17,0.80253,0.28831303,0.010394634,0.010394634,0.000889148021582036,0.8633089402409451,0.0,0.01650026727820659,16.756336520649157,0
18,0.80252814,0.28831252,0.010394634,0.010394634,6.716600428078741e-10,0.8567834790541634,0.0,0.009789982295156709,17.622909982670137,0
19,0.8025293,0.28831285,0.010394634,0.010394634,0.0008461063197180938,0.8511915557713134,0.0,0.016369677336602828,18.49131732209777,0
20,0.8025335,0.28831416,0.010394634,0.010394634,0.0007492252166909202,0.8454544196294498,0.0,0.016686405367380277,19.354207372311294,0
21,0.80253285,0.28831407,0.010394634,0.010394634,0.0006757298350285848,0.8396486193302559,0.0,0.016665006252013736,20.21119672772859,0
22,0.8025337,0.2883144,0.010394634,0.010394634,0.0006618546163323579,0.8338516248076822,0.0,0.01648302158851779,21.062193228741123,0
23,0.80253047,0.2883135,0.010394634,0.010394634,0.0007224242766924107,0.8281621923257139,0.0,0.016551150289894522,21.907628995633424,0
24,0.8025304,0.28831363,0.010394634,0.010394634,0.0008074753445379229,0.822609062358925,0.0,0.01636759077698977,22.747413124113876,0
25,0.8025355,0.28831542,0.010394634,0.010394634,1.5816849782082155e-09,0.8164095596913203,0.0,0.009300880825453287,23.573123566212335,0
26,0.8025347,0.28831527,0.010394634,0.010394634,1.9235949765071243e-11,0.8102900441268535,0.0,0.009179281147342382,24.392592891505767,0
27,0.80253667,0.2883162,0.010394634,0.010394634,1.6104397438617544e-11,0.8042184755842575,0.0,0.009107353285311539,25.20591872039144,0
28,0.80253875,0.28831732,0.010394634,0.010394634,1.618789288814552e-11,0.7981944155342044,0.0,0.009036090481446582,26.01314922642328,0
29,0.80254143,0.28831872,0.010394634,0.010394634,1.6179213641704548e-11,0.792217476727341,0.0,0.008965408621474925,26.814332111788275,0
30,0.8025447,0.28832057,0.010394634,0.010394634,1.618002175262623e-11,0.7862872753296517,0.0,0.008895302510324403,27.60951468964443,0
31,0.8025486,0.28832293,0.010394634,0.010394634,1.617994765734823e-11,0.7804034307635145,0.0,0.008825767265855869,28.39874388768998,0
32,0.8025528,0.28832573,0.010394634,0.010394634,1.6179954293326567e-11,0.7745655656634445,0.0,0.008756798069615773,29.18206625143922,0
33,0.80255705,0.28832906,0.010394634,0.010394634,1.6179953708956193e-11,0.7687733058493627,0.0,0.008688390143516697,29.95952794744828,0
34,0.80256015,0.28833252,0.010394634,0.010394634,1.6169600937527982e-11,0.7630262802404306,0.0,0.008620538832781459,30.731174766537663,0
35,0.80255944,0.28833544,0.010394634,0.010394634,1.616897989865459e-11,0.7573241210045698,0.0,0.008553239276411887,31.497052126834813,0
36,0.8025502,0.28833622,0.010394634,0.010394634,1.616416804386031e-11,0.7516664633819304,0.0,0.00848648686242804,32.257205077095335,0
37,0.80252403,0.28833193,0.010394634,0.010394634,1.616478123556992e-11,0.7460529456264735,0.0,0.008420277064280631,33.011678299802256,0
38,0.80246717,0.2883176,0.010394634,0.010394634,1.616473143710566e-11,0.7404832090743083,0.0,0.008354605262310986,33.76051611415504,0
39,0.8023594,0.28828573,0.010394634,0.010394634,1.616473514050236e-11,0.7349568980831905,0.0,0.008289466923703642,34.5037624791781,0
40,0.8021739,0.2882263,0.010394634,0.010394634,1.616473486901574e-11,0.7294736600071854,0.0,0.008224857554021945,35.24146099675547,0
41,0.8018811,0.28812802,0.010394634,0.010394634,1.6164734888578744e-11,0.7240331451705585,0.0,0.008160772697964095,35.97365491464016,0
42,0.8014557,0.2879809,0.010394634,0.010394634,1.614804115141135e-11,0.7186350069123124,0.0,0.008097207840575197,36.700387129409194,0
