Timestep,Alpha,Beta,K,C,AlignmentCost,PathCost,CollisionCost,ControlCost,TotalCost,Collisions
0,0.8025299,0.28831318,0.010394634,0.010394634,1.6208186010284737e-06,0.32438353855171587,0.0,0.003623882022917042,0.32800904139323395,0
1,0.8025277,0.28831226,0.010394634,0.010394634,6.677779231974631e-10,0.32632730169769686,0.0,0.0037273071495504697,0.6580636509082592,0
2,0.8025277,0.2883123,0.010394634,0.010394634,1.7224974153757777e-13,0.32822995688947987,0.0,0.0037445702496141445,0.9900381780475256,0
3,0.8025277,0.2883123,0.010394634,0.010394634,1.1329403826838601e-14,0.33009085874048166,0.0,0.003764508165558568,1.3238935449535771,0
4,0.8025277,0.2883123,0.010394634,0.010394634,1.76930328830009e-15,0.3319111573558093,0.0,0.003784048903321096,1.6595887512127092,0
5,0.8025277,0.28831226,0.010394634,0.010394634,2.1292257053310542e-15,0.33369198880726825,0.0,0.003803143837700656,1.9970838838576803,0
6,0.8025277,0.2883123,0.010394634,0.010394634,1.78264597390859e-15,0.3354344440154624,0.0,0.0038218037769632914,2.3363401316501076,0
7,0.8025277,0.2883123,0.010394634,0.010394634,1.578748719397706e-15,0.3371395702988969,0.0,0.003840040794283509,2.6773197427432898,0
8,0.8025277,0.2883123,0.010394634,0.010394634,1.378240016092167e-15,0.33880837383682716,0.0,0.003857866494800632,3.019985983074919,0
9,0.8025277,0.2883123,0.010394634,0.010394634,0.0008525414359027666,0.34076786994014446,0.0,0.011312689667878875,3.372919084118845,0
10,0.8025277,0.28831226,0.010394634,0.010394634,0.0008003891134533742,0.342739592653262,0.0,0.011742059160478064,3.7282011250460383,0
11,0.8025277,0.2883123,0.010394634,0.010394634,0.0007642310341236565,0.344602465760921,0.0,0.011762217359120544,4.085330039200204,0
12,0.8025277,0.2883123,0.010394634,0.010394634,0.0007715408774359413,0.34640957612465734,0.0,0.01166145001812854,4.444172606220426,0
13,0.8025277,0.2883123,0.010394634,0.010394634,0.0008068892890680566,0.3481351701125235,0.0,0.01170290483396032,4.8048175704559775,0
14,0.80252784,0.28831232,0.010394634,0.010394634,0.0008632973235036741,0.349864991883829,0.0,0.011616526668131613,5.167162386331442,0
15,0.8025277,0.28831226,0.010394634,0.010394634,0.0008946252143885716,0.35158289427754247,0.0,0.011799634326147976,5.53143954014952,0
16,0.80252784,0.28831232,0.010394634,0.010394634,0.0008857828025005595,0.35325211138473706,0.0,0.011708906719388177,5.897286341056146,0
17,0.80252784,0.2883123,0.010394634,0.010394634,0.0008504607531421434,0.35484563427960686,0.0,0.011822380722931767,6.264804816811827,0
18,0.80252784,0.2883123,0.010394634,0.010394634,0.0008181035343433236,0.3563681229062205,0.0,0.011779299530972906,6.633770342783364,0
19,0.8025278,0.2883123,0.010394634,0.010394634,0.000810905268935864,0.3578511386571198,0.0,0.011869643608538602,7.004302030317958,0
20,0.8025277,0.28831226,0.010394634,0.010394634,0.0008341599206128019,0.35933612853482627,0.0,0.01198686275136828,7.3764591815247655,0
