swarm_size,run_id,total_cost,collisions,control_cost,alignment_cost,r2_total_cost,auc_control_cost,auc_alignment_cost,collisions_per_robot
10,3.0,1616273.029944823,7068.0,59.43863908745421,10.439566823420893,0.9083410750497267,59.00063369559423,10.434897013245822,706.8
14,3.0,6589038.93428791,6167.0,112.10402924906839,12.520223021669562,0.9384682243296147,111.52539575446515,12.511927836607367,440.5
15,3.0,2390877.897674074,12567.4,64.7770346668924,6.178144585023368,0.9526731751133264,64.30327275090009,6.173370674298981,837.8266666666666
16,3.0,2160659.282328114,13430.4,93.7076489644524,9.196237429264794,0.9500392200985777,93.08874610112461,9.190980022812719,839.4
20,3.0,5267968.904493427,7394.0,162.02329966180963,10.277094349705678,0.9659004904849858,161.76092754417883,10.271569428035644,369.7
