group1,group2,meandiff,p-adj,lower,upper,reject
10,14,2.077,0.3851,-1.32,5.4741,False
10,15,-4.2615,0.0098,-7.6586,-0.8645,True
10,16,-1.2439,0.8067,-4.641,2.1531,False
10,20,-0.1633,0.9999,-3.5604,3.2337,False
14,15,-6.3386,0.0002,-9.7356,-2.9415,True
14,16,-3.3209,0.0573,-6.718,0.0761,False
14,20,-2.2404,0.3138,-5.6374,1.1567,False
15,16,3.0176,0.097,-0.3795,6.4147,False
15,20,4.0982,0.0134,0.7011,7.4953,True
16,20,1.0806,0.873,-2.3165,4.4777,False
