Episode 1, Reward: -1415223.9389724822
Episode 2, Reward: -560273.8449479954
Episode 3, Reward: -111307.70340353154
Episode 4, Reward: -37157.48926631192
Episode 5, Reward: -11041.47068165527
Episode 6, Reward: -6866.060624178692
Episode 7, Reward: -9880.22338904054
Episode 8, Reward: -5655.516660475265
Episode 9, Reward: -2036.769239399012
Episode 10, Reward: -2632.2866658812436
Episode 11, Reward: -1428.9045755298503
Episode 12, Reward: -1430.6552237883152
Episode 13, Reward: -1421.0758028720593
Episode 14, Reward: -803.0728722986951
Episode 15, Reward: -188.24943797215383
Episode 16, Reward: -168.87552041141043
Episode 17, Reward: -734.2532910774571
Episode 18, Reward: -128.65566653227552
Episode 19, Reward: -1896.4239795979881
Episode 20, Reward: -88.31729000569044
Episode 21, Reward: -77.11563851069423
Episode 22, Reward: -651.4769319710795
Episode 23, Reward: -56.73180512182307
Episode 24, Reward: -50.370074173011744
Episode 25, Reward: -6.536825557177053
Episode 26, Reward: 7.94521473627583
Episode 27, Reward: 45.59112574557696
Episode 28, Reward: 56.257397647177186
Episode 29, Reward: 44.55488411032894
Episode 30, Reward: 44.43102032057857
Episode 31, Reward: 50.6775173514834
