Episode 1, Reward: -808000.3536542158
Episode 2, Reward: -342640.8802687742
Episode 3, Reward: -108584.57752227539
Episode 4, Reward: -31870.025087404996
Episode 5, Reward: -40019.10133126518
Episode 6, Reward: -6498.03452442144
Episode 7, Reward: -5288.236261166632
Episode 8, Reward: -6538.609742850065
Episode 9, Reward: -2332.5718574225903
Episode 10, Reward: -2270.69732982805
Episode 11, Reward: -1712.0903819724335
Episode 12, Reward: -3399.3717381362803
Episode 13, Reward: -966.7916011699926
Episode 14, Reward: -2722.7119038562523
