timestep,alpha,beta,K,C,alignment_cost,path_cost,collision_cost,control_cost,total_cost,collisions
0,0.8420749849857632,0.6433443265886424,0.8,0.7,0.0068542125160151336,0.8442672655255224,0.0,1.2120031440798262,2.063124622121364,0
1,0.8464200898975276,0.6267930528681133,0.8,0.7,0.006583996286239482,0.8294375132063974,0.0,1.1811397321378547,4.080285863751856,0
2,0.8457876158717871,0.6040370401064808,0.8,0.7,0.006749268241620693,0.8146092558299428,0.0,1.1607108023358723,6.062355190159291,0
3,0.8457953028719918,0.5756233280357581,0.8,0.7,0.006692389788010843,0.7998359344675727,0.0,1.139346274981315,8.00822978939619,0
4,0.8460779072464709,0.5421489765652083,0.8,0.7,0.006783868702616783,0.7851051261957714,0.0,1.1188507196530666,9.918969503947643,0
5,0.8467057470712086,0.5042149041773489,0.8,0.7,0.006802749603006086,0.7704339371203164,0.0,1.098052709324468,11.794258899995434,0
6,0.8477049979104978,0.46239287564767323,0.8,0.7,0.006887796127517854,0.7558172715195843,0.0,1.077562081204207,13.634526048846743,0
7,0.8490955450696556,0.41720571564429726,0.8,0.7,0.006945583814302859,0.7412675545922706,0.0,1.056989242201175,15.43972842945449,0
8,0.8508890474764786,0.36911826130544095,0.8,0.7,0.007048798816475888,0.7267836922829594,0.0,1.0366069843210586,17.210167904874986,0
9,0.8530905028406927,0.31853580671193293,0.8,0.7,0.007338460768931437,0.7145874774384771,0.0,1.012385805078669,18.944479648161064,0
10,0.8556964055969858,0.38807324594891207,0.8,0.7,0.006981664010792588,0.6996718056942646,0.0,0.9988486739654744,20.649981791831596,0
11,0.8572854844035281,0.33131390251320914,0.8,0.7,0.007378089272273168,0.6876457260413424,0.0,0.9740270828163867,22.3190326899616,0
12,0.8595227967894465,0.40053151438576595,0.8,0.7,0.006696480659867144,0.6727783407779917,0.0,0.961546904214284,23.96005441561374,0
13,0.8607701417588377,0.3422364642238903,0.8,0.7,0.005596336267758432,0.6610389827670305,0.0,0.9361229302163538,25.562812664864882,0
14,0.8627194781582452,0.4117585893479949,0.8,0.7,0.0074181058929361976,0.6463937895727633,0.0,0.9273443513276513,27.143968911658234,0
15,0.8637004771123744,0.41907570421680207,0.8,0.7,0.005770437199846993,0.63463363648868,0.0,0.9031971705913654,28.687570155938126,0
16,0.8646352323308157,0.4873605190886896,0.8,0.7,0.007892534351783052,0.620999129472766,0.0,0.8982961366269391,30.214757956389615,0
17,0.8647154089419005,0.5570740480910492,0.8,0.7,0.007154149862049173,0.6101249110329738,0.0,0.8803462586977707,31.712383275982408,0
18,0.8639955063632049,0.6256842374714874,0.8,0.7,0.008195182841326573,0.5982872125604672,3.6208998031740847,0.8776206060205481,36.817386080578835,0
19,0.8624667018637736,0.6939020247368148,0.8,0.7,0.005066062970724983,0.5882957509650867,4.734951605740884,0.7451874648856941,42.89088696514123,0
20,0.8557668676012193,0.7562780008216523,0.8,0.7,0.009118810228648095,0.5769619317369812,5.2783155920576865,0.728689092558367,49.48397239172291,0
21,0.8481009433143035,0.7815390388921394,0.6069839306111382,0.625918653267183,0.004678447692782864,0.5674531167747013,4.083060033949211,0.6008060572344932,54.739970047374094,0
22,0.8343333706757765,0.7218345165159388,0.8,0.7,0.008679443570960897,0.555008308346,5.051345760231013,0.8088809375665135,61.16388449708858,0
23,0.8544858921537796,0.7713187944380229,0.6527492918746737,0.6544862675484615,0.007070811991255158,0.5460990552244713,3.7436575551202673,0.6040748660880861,66.06478678551267,0
24,0.8390696767252218,0.7016547042283348,0.8,0.7,0.008871514109994295,0.5345828084736044,4.854132010234576,0.7864975001262556,72.24887061845709,0
25,0.8598456674210303,0.7620584213987771,0.8,0.7,0.008508615404888986,0.5264946792597254,4.990271948436012,0.7666300084141261,78.54077586997184,0
26,0.8541927190116166,0.7684902303500902,0.7714519832892475,0.7,0.011398896884271011,0.5161017700010658,4.7383442001593865,0.6154005164312711,84.42202125344784,0
27,0.8433342768273042,0.7564445491156302,0.8,0.7,0.011652408329869642,0.5070875426689069,6.328619711943073,0.7461502616396888,92.01553117802938,0
28,0.842245122215393,0.823737483046181,0.51821984903831,0.5613933104720614,0.00553710107203177,0.49627609343095663,7.2887996378524065,0.48641671327556785,100.29256072366034,0
29,0.8216268454459088,0.8565839328427236,0.8,0.7,0.011608694123382153,0.4872048029843448,8.60080292399322,0.6677316158702921,110.05990876063159,0
30,0.8436962162184886,0.8950715583357781,0.8,0.7,0.012534363379431408,0.47753690842117946,8.428636715504235,0.7037190002470023,119.68233574818343,0
31,0.8365267589537643,0.8903696768310715,0.8,0.7,0.013505227319512828,0.4696837939636021,8.088644702604878,0.6895180937022956,128.94368756577373,0
32,0.8564251000253432,0.8807955137694875,0.8,0.7,0.008263850529937519,0.4596288185069172,7.772867560505485,0.6804151629689293,137.864862958285,0
33,0.8823329002315833,0.8715356881076801,0.8,0.7,0.010331189077845485,0.4519991534514075,7.456536424944665,0.6823362043445326,146.46606593010344,0
34,0.8427486575212699,0.861874493575889,0.8,0.7,0.007869317682186178,0.44259704109362297,7.141911125557941,0.6530157845218196,154.711459198959,0
35,0.8402330055545405,0.8518499744684122,0.8,0.7,0.00963766568086868,0.43449634044776586,6.829119194856967,0.6398795080427494,162.62459190798737,0
36,0.8605769520711124,0.8414361798142336,0.8,0.7,0.009615076041054993,0.4258912043437879,6.519803003451566,0.6257339361113556,170.20563512793512,0
37,0.8514329011225182,0.8306580471941682,0.8,0.7,0.009991244583615914,0.4180620927554268,6.214411144580624,0.6188514735306051,177.4669510833854,0
38,0.8470613052109435,0.8195028330505867,0.8,0.7,0.008697539599098586,0.4098932662705237,5.913838607567029,0.6074521732429995,184.40683267006506,0
39,0.842775363392331,0.8079749535777572,0.8,0.7,0.012356049015722403,0.40231139899585133,5.618189674137812,0.5956622331763631,191.0353520253908,0
40,0.8392789959578294,0.7960494941567526,0.8,0.7,0.009024787402822936,0.3935962382024175,5.329190545247152,0.5882361006450171,197.3553996968882,0
41,0.8646804516100606,0.7837695448417175,0.8,0.7,0.011253752683374267,0.38570448919752187,5.046360379276324,0.564647640104565,203.36336595814998,0
42,0.8542889191157023,0.7710891875128112,0.8,0.7,0.008674858680046775,0.37774690978061365,4.770813503601619,0.5593514506186266,209.0799526808309,0
43,0.85011557961333,0.7580325178041584,0.8,0.7,0.010076166870821652,0.369157604058026,4.502162889365776,0.5385456066920429,214.49989494781755,0
44,0.8459238323034454,0.7445553213286024,0.8,0.7,0.008222746733294739,0.36155122359378233,4.241324542943133,0.5257471340811829,219.63674059516893,0
45,0.8427275025784743,0.7306773828226233,0.6348060851529373,0.5979204331411598,0.006160573698540023,0.35220779302176664,3.9879815868633677,0.5107870030170835,224.49387755176969,0
46,0.8402855367543243,0.7163557611551336,0.8,0.7,0.004710936882593034,0.3444880716315206,3.766759334264163,0.49538673754048473,229.10522263208844,0
47,0.8713268828990516,0.7030852181142,0.8,0.7,0.003609052167482084,0.33450754695240914,3.5036168847245057,0.5017137343398729,233.44866985027272,0
48,0.858513285843695,0.6862455665299236,0.8,0.7,0.004942876185236516,0.32496127916709044,0.0,0.48656060078250724,234.26513460640754,0
49,0.8547510456137329,0.6704106136768002,0.8,0.7,0.004432636775787102,0.3170312500696306,0.0,0.47187123897883604,235.0584697322318,0
50,0.8506371219966501,0.6540815310447131,0.8,0.7,0.0074485139862693174,0.31331930108657163,0.0,0.4614526744141637,235.8406902217188,0
51,0.8479088542423687,0.6590873579033537,0.8,0.7,0.007455580110023051,0.30600910884653926,0.0,0.479614324906722,236.6337692355821,0
52,0.8454061312585018,0.6239698832511882,0.8,0.7,0.004723586345538505,0.30231538913525935,0.0,0.45210373530736064,237.39291194637025,0
53,0.8445233545250755,0.6315337578118025,0.8,0.7,0.006229039248256855,0.2941498323625525,0.0,0.4467586628025896,238.14004948078366,0
54,0.8433093451050687,0.624112491096171,0.8,0.7,0.016448954786880087,0.2900584855357556,0.0,0.42754158939787346,238.87409851050415,0
55,0.8800083691680961,0.5644244754002448,0.8,0.7,0.009720596988610384,0.285937703415411,0.0,0.4555089695011625,239.62526578040934,0
56,0.9146518543989934,0.5742926143841104,0.8,0.7,0.020238523870184988,0.281650800450191,0.0,0.43607605914490266,240.36323116387462,0
57,0.8392643079804488,0.5918215337615083,0.8,0.7,0.01182448296290951,0.27591838647649936,0.0,0.4245229314148957,241.07549696472893,0
58,0.8900629873134904,0.5918881381083491,0.8,0.7,0.01627301099830941,0.2703472407280277,0.0,0.41947799611790076,241.78159521257317,0
59,0.8590145873846194,0.658891738322083,0.8,0.7,0.016327306382993664,0.2640647095566821,0.0,0.3916237222364754,242.45361095074932,0
60,0.8549919351553467,0.6329482022454082,0.8,0.7,0.01010458763483291,0.25793970468416316,0.0,0.3940044556441914,243.1156596987125,0
61,0.8490370655186149,0.6542941880739223,0.8,0.7,0.014640964795095489,0.25542659422462466,0.0,0.36016387353254153,243.74589113126476,0
62,0.8440993172901875,0.6139506624373833,0.8,0.7,0.011564829299629648,0.24862031144371383,0.0,0.3788189452020661,244.38489521721016,0
63,0.843564040288096,0.5871761211323929,0.8,0.7,0.015504507508938293,0.24562142761668607,0.0,0.3577679864366873,245.00378913877248,0
64,0.8433902842470388,0.5273430350986343,0.8,0.7,0.012917555582442498,0.2399677295869446,0.0,0.35947061653484524,245.6161450404767,0
65,0.8458133758850268,0.49911878292543954,0.8,0.7,0.014620847852635156,0.2361767295271378,0.0,0.3409776156042701,246.20792023346075,0
66,0.8476718655772768,0.4610541280305886,0.8,0.7,0.01166828165847283,0.23072241837719992,0.0,0.3467972241201886,246.7971081576166,0
67,0.8503922502716318,0.44780575765449937,0.8,0.7,0.01387317763309311,0.22542159952873686,0.0,0.3346373450280153,247.37104027980646,0
68,0.8518950618088686,0.42305747922276177,0.8,0.7,0.011610303731112262,0.22023932679743094,0.0,0.33063179948614246,247.93352170982115,0
69,0.8539076644651813,0.43193830918935966,0.8,0.7,0.012557132740857097,0.21415387500735666,0.0,0.31978948659118744,248.48002220416055,0
70,0.8538327215720452,0.4032758352453151,0.8,0.7,0.010948567877223715,0.20850682516525315,0.0,0.31001761008198464,249.009495207285,0
71,0.8394184380121525,0.35556377110433296,0.8,0.7,0.013102925378080835,0.20424312750561147,0.0,0.2959303929058838,249.52277165307459,0
72,0.9189004215519443,0.35145209742832145,0.8,0.7,0.010205448720747759,0.1994771884278197,0.0,0.292462969953879,250.02491726017703,0
73,0.8020747128038139,0.30166975703750276,0.8,0.7,0.013603850759638415,0.19550602422748886,0.0,0.2814985241424764,250.51552565930663,0
74,0.8424482766410667,0.2991811685497213,0.8,0.7,0.009871572388023858,0.1893044703943868,0.0,0.2760964977575701,250.9907981998466,0
75,0.8290755649826695,0.24896372543367537,0.8,0.7,0.010154055651797797,0.18528197534335092,0.0,0.27703927488130825,251.46327350572307,0
76,0.7963837056767764,0.25073574574529234,0.8,0.7,0.013429786784349376,0.18088383365446914,0.0,0.252838958886485,251.91042608504836,0
77,0.8862275221682149,0.2036066644143641,0.8,0.7,0.010540189117192823,0.17622331706240604,0.0,0.26116778402157903,252.35835737524954,0
78,0.9233003424337303,0.20718753948260352,0.8,0.7,0.01605478163839039,0.17359036950690998,0.0,0.26766641504099625,252.81566894143583,0
79,0.9429957553329087,0.1926345296467487,0.8,0.7,0.005777859777603975,0.1687608091777386,0.0,0.30901633984619514,253.29922395023738,0
80,0.8176614226170238,0.18128058343747505,0.8,0.7,0.014390258021729283,0.16405605768845458,0.0,0.2269752770083147,253.7046455429559,0
81,0.9045546719372439,0.20568825104402902,0.8,0.7,0.008677116310534388,0.15745991012939972,0.0,0.25047416518643073,254.12125673458226,0
82,0.8429744146414846,0.18510586452361344,0.8,0.7,0.010884103162238902,0.15353401973009204,0.0,0.21415310443288932,254.49982796190747,0
83,0.8792606604730338,0.1908993115010388,0.8,0.7,0.004928742221992494,0.14622174352499398,0.0,0.21218772933382507,254.86316617698827,0
84,0.8307248896467551,0.1582077908355289,0.8,0.7,0.006289780346950844,0.14119560339744683,0.0,0.1927298654943221,255.203381426227,0
85,0.8976058574121998,0.6200804822672826,0.8,0.7,0.011344007706717181,0.138778185449643,0.0,0.19471487283205816,255.54821849221543,0
86,0.7716367203151143,0.1547806636258806,0.8,0.7,0.004999423959942403,0.13025498591365234,0.0,0.17860231009916344,255.8620752121882,0
87,0.8879262300596619,0.10299334628323396,0.8,0.7,0.00828721355592136,0.1267009362464084,0.0,0.16834808497997777,256.1654114469705,0
88,0.8014067988585485,0.14661765753410144,0.8,0.7,0.008697977939427807,0.11965848373538104,0.0,0.14485319553939682,256.4386211041847,0
89,0.8767552354221677,0.133069405462018,0.8,0.7,0.007696632148969164,0.11792647058332395,0.0,0.15159483255437162,256.71583903947135,0
90,0.8713278999525251,0.13783118797251465,0.8,0.7,0.01230890081360922,0.11342374856532761,0.0,0.16537154564726217,257.00694323449756,0
91,0.8692663534430192,0.14113930277011527,0.8,0.7,0.007517773305394236,0.11195209578171679,0.0,0.15587251475698466,257.28228561834163,0
92,0.8098287923354426,0.13312428286852557,0.8,0.7,0.004340382551234538,0.10507955352255993,0.0,0.16304749133987417,257.5547530457553,0
93,0.821177712921826,0.12583645689472892,0.8,0.7,0.007678220607362403,0.10305322618309881,0.0,0.11839352675234269,257.78387801929813,0
94,0.8459455666554058,0.10918318800581568,0.8,0.7,0.004830846671613907,0.09692838559711613,0.0,0.1590615406234333,258.0446987921903,0
95,0.793203662945121,0.13468883558639488,0.8,0.7,0.004811717229286111,0.09325327873016782,0.0,0.11520999130984892,258.2579737794596,0
96,0.8169365158985181,0.6200804822672826,0.8,0.7,0.012245940423214599,0.09011021279304295,0.0,0.12380551708478539,258.48413544976063,0
97,0.8139153187420787,0.6200804822672826,0.8,0.7,0.007409919985227151,0.08851725997325163,0.0,0.13055455414583286,258.71061718386494,0
98,0.8785885470778264,0.6200804822672826,0.8,0.7,0.011384892590292234,0.08573134481269876,0.0,0.14311912799290838,258.95085254926084,0
99,0.9011643570653722,0.6200804822672826,0.8,0.7,0.012814629513376927,0.08574266277497541,0.0,0.1759022683244482,259.22531210987364,0
100,0.8922225742101559,0.6200804822672826,0.8,0.7,0.013872504676122383,0.08311363004052585,0.0,0.1580908365900851,259.48038908118036,0
101,0.8312449031721654,0.6200804822672826,0.8,0.7,0.00896891447141208,0.08128369571109167,0.0,0.12198728495298386,259.69262897631586,0
102,0.817748384624043,0.6200804822672826,0.8,0.7,0.008370732662352788,0.07797493807402564,0.0,0.10095471864260577,259.87992936569486,0
103,0.8527922140611323,0.6200804822672826,0.8,0.7,0.013874344847486349,0.07879847433650274,0.0,0.1132814907433039,260.08588367562214,0
104,0.7787747650813397,0.6200804822672826,0.8,0.7,0.022289715260983993,0.07735619963631984,0.0,0.12069750934574654,260.30622709986517,0
105,0.887236610707843,0.6200804822672826,0.8,0.7,0.01744306683867572,0.07837826876877571,0.0,0.13479853370017858,260.5368469691728,0
106,0.7747192610259408,0.6200804822672826,0.8,0.7,0.02096864030363606,0.0777296704098906,0.0,0.14039199797272925,260.77593727785904,0
107,0.8872947930963277,0.6200804822672826,0.8,0.7,0.013978237278933985,0.07798707397612768,0.0,0.16942814266778605,261.0373307317819,0
108,0.8184186746129303,0.6200804822672826,0.8,0.7,0.013358433621883931,0.07547658312315762,0.0,0.15108747522186827,261.2772532237488,0
109,0.9347495775007365,0.6200804822672826,0.8,0.7,0.022844784969057508,0.07773638834378924,0.0,0.22150951545906872,261.59934391252074,0
110,0.7973676746588034,0.6200804822672826,0.8,0.7,0.013442964818614176,0.07568727129631703,0.0,0.1601013313692046,261.84857548000485,0
